DUNS Number ,Country,Entity Type,Ownership Type,Employees Total,Revenue (USD),SIC Code,Year Found,Global Ultimate Country Name,Legal Status,Corporate Family Members,Market Value (USD),IT Budget,IT spend,No. of PC,No. of Desktops,No. of Laptops,No. of Routers,No. of Servers,No. of Storage Devices
639574505,CHINA               ,Subsidiary,Private,7,428484,191,2023.0,CHINA               ,3.0,2,0,16282,10094,0.0,0.0,0.0,0.0,0.0,0.0
639559246,CHINA               ,Branch,Private,0,0,8742,2023.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
638152110,CHINA               ,Branch,Private,0,0,4724,2023.0,CHINA               ,3.0,11,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
638094617,CHINA               ,Subsidiary,Private,14,2684640,7359,,CHINA               ,0.0,3,10094246,217456,134822,5.5,5.5,5.5,5.5,5.5,5.5
639648217,CHINA               ,Subsidiary,Private,1,1379300,7389,,CHINA               ,0.0,6,6675812,111723,69268,5.5,5.5,5.5,5.5,5.5,5.5
638082967,CHINA               ,Subsidiary,Private,16,1714112,1799,2023.0,CHINA               ,3.0,19,5245183,42853,26568,5.5,5.5,5.5,5.5,5.5,5.5
637990702,CHINA               ,Branch,Private,0,0,3089,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547787442,CHINA               ,Branch,Unknown,12,0,8621,2006.0,CHINA               ,0.0,4,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
637954654,CHINA               ,Branch,Private,0,0,5912,2023.0,CHINA               ,3.0,157,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
638162629,CHINA               ,Branch,Private,0,0,8748,2023.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728896830,CHINA               ,Branch,Unknown,3,0,8711,2018.0,CHINA               ,3.0,54,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
639542965,CHINA               ,Subsidiary,Private,16,1714112,1799,2023.0,CHINA               ,0.0,4,5245183,42853,26568,5.5,5.5,5.5,5.5,5.5,5.5
638018774,CHINA               ,Branch,Private,0,0,7363,2022.0,CHINA               ,3.0,5,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
638051984,CHINA               ,Subsidiary,Private,16,1714112,1799,2022.0,CHINA               ,3.0,9,5245183,42853,26568,5.5,5.5,5.5,5.5,5.5,5.5
639588812,CHINA               ,Branch,Private,0,0,7363,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
547825265,CHINA               ,Parent,Unknown,6,5389790,8742,2000.0,CHINA               ,3.0,3,18163592,436573,270675,5.5,5.5,5.5,5.5,5.5,5.5
638054068,CHINA               ,Branch,Private,0,0,1629,2023.0,CHINA               ,3.0,173,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547827824,CHINA               ,Parent,Unknown,0,14967120,8062,,CHINA               ,101.0,3,47894784,898027,556776,5.5,5.5,5.5,0.0,0.0,0.0
639616883,CHINA               ,Branch,Unknown,0,0,9999,,CHINA               ,0.0,27,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
637979112,CHINA               ,Branch,Private,0,0,1799,2023.0,CHINA               ,3.0,4,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
638132885,CHINA               ,Subsidiary,Private,61,2947642,2085,2022.0,CHINA               ,3.0,3,10110412,106115,65791,30.5,5.5,5.5,5.5,5.5,5.5
639633146,CHINA               ,Branch,Private,1,0,5812,2023.0,CHINA               ,3.0,4,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
547869719,CHINA               ,Parent,Unknown,415,80803,8211,,CHINA               ,50.0,2,243217,3636,2254,300.5,0.0,5.5,30.5,0.0,125.5
547823281,CHINA               ,Subsidiary,Private,171,3313870,4111,1993.0,CHINA               ,3.0,6,10670661,96102,59583,75.5,5.5,0.0,30.5,5.5,0.0
639633038,CHINA               ,Subsidiary,Unknown,27,2696301,8741,2023.0,CHINA               ,3.0,3,9086534,218400,135408,30.5,5.5,5.5,5.5,5.5,5.5
639565199,CHINA               ,Branch,Private,0,0,4813,,HONG KONG           ,0.0,3,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728841810,CHINA               ,Branch,Private,0,0,5949,2018.0,VIRGIN ISLANDS UK   ,3.0,123,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728859908,CHINA               ,Branch,Private,0,0,5949,2018.0,VIRGIN ISLANDS UK   ,3.0,123,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728842054,CHINA               ,Branch,Private,10,0,5949,2018.0,VIRGIN ISLANDS UK   ,3.0,123,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
638015434,CHINA               ,Branch,Private,0,0,6531,2023.0,CHINA               ,3.0,4,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639592194,CHINA               ,Branch,Private,0,0,7373,,CHINA               ,0.0,8,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
728801121,CHINA               ,Branch,Private,0,0,161,2015.0,CHINA               ,3.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
638154808,CHINA               ,Subsidiary,Private,100,10176400,4011,2022.0,CHINA               ,3.0,378,0,274763,170353,30.5,5.5,5.5,5.5,5.5,0.0
639651489,CHINA               ,Subsidiary,Private,20,7642620,5153,2023.0,CHINA               ,3.0,2,17883731,229279,142152,5.5,5.5,5.5,5.5,5.5,5.5
638064363,CHINA               ,Subsidiary,Private,12,1203780,7922,2022.0,CHINA               ,3.0,142,3828020,97506,60453,5.5,5.5,5.5,5.5,5.5,5.5
728790953,CHINA               ,Branch,Private,0,0,5051,2014.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728866119,CHINA               ,Branch,Private,0,0,5999,2019.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728766944,CHINA               ,Branch,Private,0,0,4941,2016.0,CHINA               ,3.0,12,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728795874,CHINA               ,Branch,Private,0,0,4131,2013.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728760531,CHINA               ,Parent,Private,0,4391800,6552,2010.0,CHINA               ,3.0,2,15503054,355736,220556,5.5,5.5,5.5,0.0,5.5,5.5
728847704,CHINA               ,Branch,Private,0,0,6552,2011.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
638063005,CHINA               ,Subsidiary,Private,13,3565042,1521,,CHINA               ,0.0,3,10873378,89126,55258,5.5,5.5,5.5,5.5,5.5,5.5
638162005,CHINA               ,Parent,Private,0,2990100,4731,2023.0,CHINA               ,0.0,3,7505151,86713,53762,5.5,5.5,5.5,0.0,0.0,0.0
639630050,CHINA               ,Subsidiary,Private,29,1277334,7371,2023.0,CHINA               ,3.0,31,6182297,114960,71275,30.5,5.5,0.0,5.5,5.5,5.5
728762542,CHINA               ,Branch,Private,0,0,5999,2017.0,CHINA               ,3.0,47,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
637991347,CHINA               ,Subsidiary,Private,29,1277334,7371,2023.0,CHINA               ,3.0,4,6182297,114960,71275,30.5,5.5,0.0,5.5,5.5,5.5
637959256,CHINA               ,Branch,Unknown,0,0,8711,2022.0,CHINA               ,3.0,10,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547795688,CHINA               ,Branch,Unknown,6,0,9611,2002.0,CHINA               ,0.0,3,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
728805496,CHINA               ,Branch,Unknown,52,0,8711,2018.0,CHINA               ,3.0,8,0,0,0,30.5,5.5,5.5,5.5,5.5,5.5
728835238,CHINA               ,Subsidiary,Private,20,3437120,7941,2019.0,CHINA               ,3.0,5,10930042,278407,172612,5.5,5.5,5.5,5.5,5.5,5.5
639508743,CHINA               ,Parent,Private,7,671808,7933,2023.0,CHINA               ,3.0,3,2136349,47027,29156,5.5,5.5,5.5,5.5,5.5,5.5
639627955,CHINA               ,Subsidiary,Private,20,3437120,7941,2023.0,CHINA               ,3.0,3,10930042,278407,172612,5.5,5.5,5.5,5.5,5.5,5.5
547780299,CHINA               ,Subsidiary,Private,11,886974,6512,2000.0,CHINA               ,3.0,335,3131018,72732,45093,5.5,5.5,5.5,5.5,5.5,5.5
639628461,CHINA               ,Subsidiary,Private,13,3375190,6722,2023.0,CHINA               ,3.0,8,0,239638,148575,5.5,5.5,5.5,5.5,5.5,5.5
547809867,CHINA               ,Parent,Private,56,18062718,5511,2007.0,CHINA               ,3.0,3,62677631,325129,201579,30.5,5.5,5.5,5.5,5.5,5.5
639648001,CHINA               ,Subsidiary,Private,11,2099812,5099,2023.0,CHINA               ,3.0,9,7139361,62994,39056,5.5,5.5,5.5,5.5,5.5,5.5
547809974,CHINA               ,Parent,Private,5,36625,7011,2007.0,CHINA               ,12.0,2,0,1099,681,5.5,5.5,5.5,5.5,5.5,5.5
547810991,CHINA               ,Subsidiary,Private,11,2044801,6512,2007.0,CHINA               ,3.0,11,7218148,165629,102689,5.5,5.5,5.5,5.5,5.5,5.5
638160955,CHINA               ,Branch,Private,0,0,1522,2023.0,CHINA               ,3.0,20,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639580622,CHINA               ,Subsidiary,Private,200,6775800,3675,2023.0,CHINA               ,3.0,6,25205976,243929,151235,300.5,5.5,0.0,30.5,5.5,0.0
639562494,CHINA               ,Branch,Private,1,0,5912,2023.0,CHINA               ,3.0,16,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
639562865,CHINA               ,Subsidiary,Private,25,1379300,7389,2023.0,CHINA               ,3.0,3,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
638038305,CHINA               ,Branch,Unknown,0,0,9999,2022.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
547817340,CHINA               ,Subsidiary,Private,11,127162,6531,2005.0,CHINA               ,3.0,28,448882,10427,6464,5.5,5.5,5.5,5.5,5.5,5.5
547811410,CHINA               ,Parent,Private,12,733,6512,2008.0,CHINA               ,3.0,2,2587,60,37,5.5,5.5,5.5,5.5,5.5,5.5
638079303,CHINA               ,Subsidiary,Private,10,971210,5945,2022.0,CHINA               ,3.0,4,2340616,29136,18064,5.5,5.5,5.5,5.5,5.5,5.5
639644573,CHINA               ,Branch,Private,1,0,5912,2023.0,CHINA               ,3.0,13,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
639535237,CHINA               ,Branch,Private,0,0,5812,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547808098,CHINA               ,Parent,Private,46,2295655,4221,1997.0,CHINA               ,3.0,2,8310271,66574,41275,30.5,5.5,5.5,5.5,5.5,5.5
547732842,CHINA               ,Subsidiary,Private,43,5038515,3448,1993.0,CHINA               ,3.0,2,18692891,181387,112459,30.5,5.5,5.5,5.5,5.5,5.5
728843807,CHINA               ,Subsidiary,Private,20,12489540,5051,2016.0,CHINA               ,3.0,4,42464436,362197,224562,5.5,5.5,5.5,5.5,5.5,5.5
728870052,CHINA               ,Branch,Private,1,0,1521,2019.0,CHINA               ,3.0,26,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
639606464,CHINA               ,Branch,Private,1,0,5099,2023.0,CHINA               ,3.0,8,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
638049611,CHINA               ,Branch,Private,0,0,5441,2022.0,CHINA               ,3.0,8,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547798713,CHINA               ,Parent,Private,0,3577823,5052,2005.0,CHINA               ,3.0,2,12164598,107335,66547,5.5,5.5,5.5,0.0,0.0,0.0
728834731,CHINA               ,Branch,Private,0,0,5999,2013.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639609131,CHINA               ,Branch,Private,0,0,7538,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639589503,CHINA               ,Subsidiary,Private,0,5308032,5983,2023.0,CHINA               ,3.0,30,12792357,116777,72401,5.5,5.5,5.5,0.0,0.0,0.0
728887804,CHINA               ,Subsidiary,Private,0,6533100,5999,2010.0,CHINA               ,3.0,5,15744771,143728,89111,5.5,5.5,5.5,0.0,0.0,0.0
728879921,CHINA               ,Branch,Private,0,0,5051,2018.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639595462,CHINA               ,Branch,Private,1,0,5912,2023.0,CHINA               ,3.0,4,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
728800294,CHINA               ,Parent,Private,0,103095,139,2010.0,CHINA               ,3.0,2,0,3918,2429,0.0,0.0,0.0,0.0,0.0,0.0
639563169,CHINA               ,Branch,Private,1,0,5912,2023.0,CHINA               ,3.0,5,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
728783187,CHINA               ,Branch,Private,0,0,1521,2018.0,CHINA               ,3.0,25,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
638158524,CHINA               ,Branch,Private,0,0,1799,2022.0,CHINA               ,3.0,25,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728770281,CHINA               ,Subsidiary,Private,20,2323160,7311,2016.0,CHINA               ,3.0,5,11244094,139390,86421,30.5,5.5,5.5,5.5,5.5,5.5
728762942,CHINA               ,Branch,Private,0,0,1222,2013.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639616386,CHINA               ,Subsidiary,Private,25,1379300,7389,,CHINA               ,0.0,10,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
638108471,CHINA               ,Subsidiary,Private,25,1379300,7389,,CHINA               ,0.0,2,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
547910583,CHINA               ,Parent,Private,19,1803470,5023,2003.0,CHINA               ,3.0,3,6131798,54104,33544,5.5,5.5,5.5,5.5,5.5,5.5
547882068,CHINA               ,Branch,Private,1500,0,3312,,CHINA               ,3.0,2987,0,0,0,300.5,350.5,125.5,300.5,0.0,350.5
547810556,CHINA               ,Subsidiary,Private,600,61695000,3312,2001.0,CHINA               ,3.0,2987,0,1727460,1071025,30.5,0.0,5.5,75.5,0.0,125.5
637990700,CHINA               ,Subsidiary,Private,1,2684640,7359,2021.0,CHINA               ,3.0,8,10094246,217456,134822,5.5,5.5,5.5,5.5,5.5,5.5
547769117,CHINA               ,Parent,Private,78,274672,7539,1995.0,CHINA               ,3.0,2,1126155,19227,11920,30.5,5.5,5.5,5.5,5.5,5.5
638112236,CHINA               ,Subsidiary,Unknown,30,2906580,8711,,CHINA               ,0.0,2,9795175,235433,145968,30.5,5.5,5.5,5.5,5.5,5.5
638049942,CHINA               ,Subsidiary,Private,14,2684640,7359,2023.0,CHINA               ,3.0,44,10094246,217456,134822,5.5,5.5,5.5,5.5,5.5,5.5
638031576,CHINA               ,Branch,Private,1,0,9999,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
638043266,CHINA               ,Subsidiary,Private,18,806292,273,2023.0,CHINA               ,3.0,2,0,30639,18996,0.0,0.0,0.0,0.0,0.0,0.0
639648044,CHINA               ,Subsidiary,Private,20,12489540,5051,2023.0,CHINA               ,3.0,8,42464436,362197,224562,5.5,5.5,5.5,5.5,5.5,5.5
637957673,CHINA               ,Subsidiary,Private,20,14,7379,2022.0,CHINA               ,3.0,2,68,2,1,30.5,5.5,5.5,5.5,5.5,5.5
638035319,CHINA               ,Parent,Private,0,147815,8748,2023.0,CHINA               ,3.0,2,849936,10347,6415,5.5,5.5,5.5,0.0,0.0,0.0
639563801,CHINA               ,Branch,Private,0,0,7948,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639622376,CHINA               ,Subsidiary,Private,20,2376660,1731,2023.0,CHINA               ,3.0,2,7248813,59416,36837,5.5,5.5,5.5,5.5,5.5,5.5
637986962,CHINA               ,Branch,Private,0,0,5013,2023.0,CHINA               ,3.0,9,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547951426,CHINA               ,Parent,Private,25,443072,3251,2001.0,CHINA               ,3.0,2,1497583,16394,10164,5.5,5.5,5.5,5.5,5.5,5.5
547778172,CHINA               ,Subsidiary,Private,436,60763226,1623,2006.0,CHINA               ,3.0,24,185327839,1458317,904156,30.5,0.0,5.5,30.5,0.0,0.0
638138989,CHINA               ,Subsidiary,Private,25,1379300,7389,2022.0,CHINA               ,3.0,10,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
638013266,CHINA               ,Branch,Private,0,0,5912,2022.0,CHINA               ,3.0,8735,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
637966484,CHINA               ,Branch,Private,0,0,5912,2022.0,CHINA               ,3.0,8735,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639646052,CHINA               ,Branch,Private,1,0,9999,2023.0,CHINA               ,3.0,28,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
638150000,CHINA               ,Branch,Private,0,0,1799,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
638139995,CHINA               ,Subsidiary,Private,11,942337,1721,2023.0,CHINA               ,3.0,2,2883551,27328,16943,5.5,5.5,5.5,5.5,5.5,5.5
728875735,CHINA               ,Branch,Private,0,0,1521,2018.0,CHINA               ,3.0,189,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547864983,CHINA               ,Subsidiary,Private,215,12109230,3625,1992.0,CHINA               ,3.0,207,45046336,339058,210215,300.5,5.5,0.0,30.5,5.5,0.0
547909645,CHINA               ,Subsidiary,Private,50,1573117,3823,2000.0,CHINA               ,3.0,22,5332867,56632,35111,30.5,5.5,5.5,5.5,5.5,5.5
547902594,CHINA               ,Parent,Private,386,53507175,3534,2008.0,CHINA               ,3.0,18,214563772,1498201,928884,300.5,0.0,0.0,30.5,0.0,0.0
547764921,CHINA               ,Subsidiary,Private,3,30619,7319,2004.0,CHINA               ,3.0,14,148196,2143,1328,5.5,5.5,5.5,5.5,5.5,5.5
728774730,CHINA               ,Parent,Private,17,13738494,5051,2012.0,CHINA               ,8.0,9,46710880,398416,247017,5.5,5.5,5.5,5.5,5.5,5.5
547769125,CHINA               ,Parent,Private,30,11377800,7538,1997.0,CHINA               ,3.0,4,38229408,932980,578447,5.5,5.5,5.5,5.5,5.5,5.5
728889611,CHINA               ,Subsidiary,Private,25,1379300,7389,2019.0,CHINA               ,3.0,5,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
728852048,CHINA               ,Branch,Private,0,0,5999,2012.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547903901,CHINA               ,Subsidiary,Private,30,12136968,3559,2001.0,CHINA               ,3.0,16,48669242,339835,210697,30.5,5.5,5.5,5.5,5.5,5.5
728804747,CHINA               ,Subsidiary,Private,35,4365480,5411,2010.0,CHINA               ,3.0,5,11612177,78579,48718,30.5,5.5,5.5,5.5,5.5,5.5
728770313,CHINA               ,Subsidiary,Private,97,6549684,191,2014.0,CHINA               ,3.0,17,0,163742,101520,0.0,0.0,0.0,5.5,0.0,0.0
547758651,CHINA               ,Subsidiary,Private,100,3428100,3089,1981.0,CHINA               ,3.0,2,0,123412,76515,30.5,5.5,5.5,5.5,5.5,0.0
639543283,CHINA               ,Subsidiary,Private,25,1379300,7389,2023.0,CHINA               ,3.0,2,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
639615432,CHINA               ,Subsidiary,Unknown,11,846967,8742,,CHINA               ,0.0,5,2854279,59288,36758,5.5,5.5,5.5,5.5,5.5,5.5
728818676,CHINA               ,Subsidiary,Private,10,359130,173,2019.0,CHINA               ,3.0,2,0,13647,8461,0.0,0.0,0.0,0.0,0.0,0.0
728754459,CHINA               ,Branch,Private,0,0,5949,2011.0,CHINA               ,3.0,7,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728828713,CHINA               ,Branch,Private,0,0,5431,2011.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728765188,CHINA               ,Subsidiary,Private,50,3421500,254,2014.0,CHINA               ,3.0,7,0,85538,53033,0.0,0.0,0.0,5.5,0.0,0.0
639594384,CHINA               ,Subsidiary,Private,25,5011900,5142,2023.0,CHINA               ,3.0,3,11727846,150357,93221,5.5,5.5,5.5,5.5,5.5,5.5
639594606,CHINA               ,Subsidiary,Private,25,5011900,5142,2023.0,CHINA               ,3.0,3,11727846,150357,93221,5.5,5.5,5.5,5.5,5.5,5.5
728822894,CHINA               ,Branch,Private,0,0,4741,2018.0,CHINA               ,0.0,115,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639609083,CHINA               ,Subsidiary,Private,14,2684640,7359,2023.0,CHINA               ,3.0,115,10094246,217456,134822,5.5,5.5,5.5,5.5,5.5,5.5
728867723,CHINA               ,Branch,Private,0,0,6162,2015.0,CHINA               ,3.0,48,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
728850811,CHINA               ,Branch,Private,0,0,5431,2014.0,CHINA               ,3.0,4,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728797511,CHINA               ,Subsidiary,Private,35,4365480,5411,2016.0,CHINA               ,3.0,206,11612177,78579,48718,30.5,5.5,5.5,5.5,5.5,5.5
639557798,CHINA               ,Branch,Private,1,0,8742,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
728877961,CHINA               ,Parent,Private,0,1174500,5431,2015.0,CHINA               ,3.0,2,3124170,21141,13107,5.5,5.5,5.5,0.0,0.0,0.0
728808054,CHINA               ,Parent,Unknown,0,1997260,8741,2016.0,CHINA               ,3.0,4,6730766,161778,100302,5.5,5.5,5.5,0.0,0.0,0.0
728867346,CHINA               ,Subsidiary,Private,29,1277334,7371,2019.0,CHINA               ,3.0,2,6182297,114960,71275,30.5,5.5,0.0,5.5,5.5,5.5
728787906,CHINA               ,Parent,Private,0,1598450,5047,2015.0,CHINA               ,3.0,2,5434730,47954,29731,5.5,5.5,5.5,0.0,0.0,0.0
728815773,CHINA               ,Parent,Private,3,1409100,5999,2014.0,CHINA               ,3.0,3,3395931,31000,19220,5.5,5.5,5.5,5.5,0.0,0.0
728744639,CHINA               ,Parent,Private,0,4545881,5043,2019.0,CHINA               ,3.0,2,15455995,136376,84553,5.5,5.5,5.5,0.0,0.0,0.0
638077774,CHINA               ,Subsidiary,Private,25,4391800,6552,2022.0,CHINA               ,3.0,22,15503054,355736,220556,30.5,5.5,5.5,5.5,5.5,5.5
728755342,CHINA               ,Parent,Private,0,1244380,7549,2016.0,CHINA               ,3.0,2,5101958,100795,62492,5.5,5.5,5.5,0.0,5.5,5.5
728883287,CHINA               ,Branch,Private,0,0,1721,2016.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
638016614,CHINA               ,Subsidiary,Private,25,4391800,6552,2022.0,CHINA               ,3.0,3,15503054,355736,220556,30.5,5.5,5.5,5.5,5.5,5.5
728839103,CHINA               ,Parent,Private,0,1409100,5999,2015.0,CHINA               ,3.0,3,3395931,31000,19220,5.5,5.5,5.5,0.0,0.0,0.0
639522500,CHINA               ,Subsidiary,Private,25,4391800,6552,2023.0,CHINA               ,3.0,228,15503054,355736,220556,30.5,5.5,5.5,5.5,5.5,5.5
638148617,CHINA               ,Subsidiary,Private,85,4915635,4961,2022.0,CHINA               ,3.0,7,20350729,142553,88382,30.5,5.5,5.5,5.5,5.5,5.5
728820058,CHINA               ,Branch,Private,0,0,5722,2016.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547829184,CHINA               ,Parent,Unknown,0,23519760,8062,2017.0,CHINA               ,101.0,2,75263232,1411186,874935,5.5,5.5,5.5,0.0,0.0,0.0
639636449,CHINA               ,Branch,Private,1,0,7389,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
547814870,CHINA               ,Parent,Unknown,31,9054950,9611,1991.0,CHINA               ,101.0,2,0,525187,325615,30.5,5.5,5.5,5.5,5.5,5.5
638003995,CHINA               ,Subsidiary,Private,25,1379300,7389,2022.0,CHINA               ,3.0,2,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
638130386,CHINA               ,Subsidiary,Private,25,2764600,5989,2022.0,CHINA               ,3.0,2,6662686,60821,37709,5.5,5.5,5.5,5.5,5.5,5.5
547824270,CHINA               ,Parent,Unknown,1,8499920,9199,1980.0,CHINA               ,0.0,5,0,492995,305656,5.5,5.5,5.5,5.5,5.5,5.5
547808061,CHINA               ,Subsidiary,Private,31,18082790,5331,2003.0,CHINA               ,3.0,87,32729850,325490,201803,30.5,5.5,5.5,5.5,5.5,5.5
547808144,CHINA               ,Subsidiary,Private,0,365243,5331,2003.0,CHINA               ,3.0,87,661090,6574,4075,5.5,5.5,5.5,0.0,0.0,0.0
547806884,CHINA               ,Parent,Unknown,0,2288440,9199,2007.0,CHINA               ,0.0,2,0,132730,82292,5.5,5.5,5.5,0.0,5.5,5.5
547808059,CHINA               ,Parent,Private,16,756954,5331,2003.0,CHINA               ,3.0,14,1370087,13625,8447,5.5,5.5,5.5,5.5,5.5,5.5
547808058,CHINA               ,Parent,Private,53,2070191,5331,1950.0,CHINA               ,0.0,3,3747046,37263,23103,30.5,5.5,5.5,5.5,5.5,5.5
547808060,CHINA               ,Parent,Private,0,3728132,1521,2003.0,CHINA               ,3.0,3,11370803,93203,57785,5.5,5.5,5.5,0.0,0.0,0.0
638144728,CHINA               ,Subsidiary,Unknown,30,2906580,8711,2022.0,CHINA               ,3.0,5,9795175,235433,145968,30.5,5.5,5.5,5.5,5.5,5.5
637955330,CHINA               ,Branch,Private,0,0,7941,2023.0,CHINA               ,3.0,4,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639589963,CHINA               ,Subsidiary,Unknown,1,74704,8811,2023.0,CHINA               ,3.0,3,0,5229,3241,5.5,5.5,5.5,5.5,0.0,0.0
547840577,CHINA               ,Parent,Private,17,505425,5159,1985.0,CHINA               ,0.0,7,1182694,15163,9401,5.5,5.5,5.5,5.5,5.5,5.5
637957881,CHINA               ,Subsidiary,Private,20,2143260,5032,2021.0,CHINA               ,3.0,151,7287084,64298,39864,5.5,5.5,5.5,5.5,5.5,5.5
547740709,CHINA               ,Parent,Private,9,51919,5192,1993.0,CHINA               ,3.0,3,147969,1558,965,5.5,5.5,5.5,5.5,5.5,5.5
547740592,CHINA               ,Parent,Private,27,196326,5147,2007.0,CHINA               ,3.0,4,459403,5890,3651,5.5,5.5,5.5,5.5,5.5,5.5
547784247,CHINA               ,Parent,Unknown,25,533991,8249,2006.0,CHINA               ,12.0,2,1607313,24030,14898,30.5,5.5,5.5,5.5,5.5,5.5
547740667,CHINA               ,Parent,Private,0,5825,5154,1991.0,CHINA               ,3.0,6,13630,175,108,5.5,5.5,5.5,0.0,0.0,0.0
547740675,CHINA               ,Branch,Private,2,0,5261,,CHINA               ,0.0,27,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
547740683,CHINA               ,Branch,Private,5,0,5191,,CHINA               ,3.0,27,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
547740725,CHINA               ,Branch,Private,3,0,5261,,CHINA               ,3.0,43,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
547861220,CHINA               ,Branch,Private,2,41610,5311,1989.0,CHINA               ,3.0,25,75314,749,464,5.5,5.5,5.5,5.5,0.0,0.0
